location_train,location_test,kmDistance,BalancedAccuracy,Tanimoto_REcode,Tanimoto_Species
loc1718,loc1863,13.780292119166944,0.769628046061909,0.75,0.8099547511312217
loc1718,loc1885,13.14298065345254,0.7478956395567256,0.7777777777777778,1.1710526315789471
loc1718,loc19605,212.68750996586732,0.5183310196937965,0.19047619047619047,0.5783132530120482
loc1718,loc20577,392.7164928430842,0.4976605695945765,0.04651162790697674,0.24892703862660945
loc1718,loc20906,232.43281666317762,0.5034503625339806,0.05882352941176471,0.43478260869565216
loc1718,loc23355,243.19885743522602,0.5011732810591575,0.16,0.6063829787234043
loc1718,loc23380,262.33955707389043,0.4998521863163654,0.023809523809523808,0.20641282565130264
loc1718,loc26563,440.3786820420112,0.5011691643742179,0.03225806451612903,0.4117647058823529
loc1718,loc26766,325.033149644508,0.4999887922715327,0.022727272727272728,0.2523961661341853
loc1718,loc2915,393.13477716757285,0.5003774675806761,0.0,0.2175824175824176
loc1718,loc34297,292.56514591696566,0.4952688273659186,0.03389830508474576,0.18058252427184465
loc1718,loc4033,381.16548823638084,0.500073326162636,0.0,0.27485380116959063
loc1718,loc8952,500.2570813518913,0.5005927596897437,0.0,0.2336448598130841
loc1718,loc8953,509.9277435015841,0.500836105690426,0.0,0.13875598086124402
loc1718,loc8957,504.842217306848,0.499512485242164,0.0,0.18828451882845187
loc1863,loc1885,25.986734428139528,0.7614756682416315,0.65,1.1886792452830188
loc1863,loc19605,221.1611017622057,0.5104922196432155,0.13043478260869565,0.4
loc1863,loc20577,398.0749420817107,0.5019787482283673,0.022222222222222227,0.22448979591836732
loc1863,loc20906,245.71474613812057,0.2267978080273593,0.057142857142857134,0.392
loc1863,loc23355,247.8802192878869,0.44189654453722704,0.07142857142857142,0.5311004784688995
loc1863,loc23380,264.5659451067018,0.6927906085358346,0.0,0.17647058823529413
loc1863,loc26563,446.3838572175564,0.29494581414473986,0.03125,0.3524590163934426
loc1863,loc26766,336.64712212094736,0.5088401116575056,0.022222222222222227,0.2058823529411765
loc1863,loc2915,400.59368543910966,0.5059125523002136,0.0,0.21443736730360932
loc1863,loc34297,303.37417339506266,0.4866904752281903,0.05084745762711865,0.15498154981549814
loc1863,loc4033,388.78515525911416,0.4755969605495992,0.0,0.2646239554317549
loc1863,loc8952,508.56821853973787,0.4874619312150305,0.0,0.18987341772151897
loc1863,loc8953,518.142850030674,0.5064137258114515,0.0,0.10822510822510822
loc1863,loc8957,512.5807663897509,0.4997126392251146,0.0,0.15708812260536398
loc1885,loc19605,211.67752336666803,0.5159011038271152,0.21052631578947367,0.627906976744186
loc1885,loc20577,394.8415057346248,0.4637724373046711,0.04878048780487805,0.1963882618510158
loc1885,loc20906,223.54143790703992,0.5590540459273067,0.0967741935483871,0.3627450980392157
loc1885,loc23355,246.262935044531,0.5496168337303288,0.17391304347826084,0.5625
loc1885,loc23380,267.64574892780416,0.6152718534135546,0.025,0.1652542372881356
loc1885,loc26563,441.7839744246062,0.2872505918873718,0.03448275862068965,0.3978494623655914
loc1885,loc26766,311.90757442954526,0.2778547180896955,0.023809523809523808,0.24087591240875916
loc1885,loc2915,381.5520820811593,0.4995263455170831,0.0,0.17016317016317015
loc1885,loc34297,279.5856933933008,0.5574711565785719,0.05357142857142857,0.15592515592515593
loc1885,loc4033,369.4995628628998,0.500344784602791,0.0,0.2229299363057325
loc1885,loc8952,488.20523486230115,0.5424959823042645,0.0,0.23976608187134504
loc1885,loc8953,497.92128402473367,0.5292089348070299,0.0,0.14814814814814814
loc1885,loc8957,493.07918861596914,0.5554356277350916,0.0,0.18974358974358974
loc19605,loc20577,194.3024166955813,0.5018095135787282,0.125,0.14925373134328354
loc19605,loc20906,144.640054286304,0.18484598433189608,0.125,0.3291139240506329
loc19605,loc23355,77.96898094650486,0.4360498837315123,0.3333333333333333,0.5166666666666667
loc19605,loc23380,127.0827235984866,0.6918723749422053,0.0967741935483871,0.13145539906103287
loc19605,loc26563,235.74904414875598,0.2936827039101792,0.15,0.38129496402877705
loc19605,loc26766,378.04775536026466,0.5077055064780576,0.09090909090909093,0.2307692307692308
loc19605,loc2915,511.10554772287344,0.5055564910203303,0.0,0.10997442455242967
loc19605,loc34297,369.5860371238186,0.3540474556931593,0.08333333333333333,0.13225058004640372
loc19605,loc4033,498.0290567110544,0.4747362841138213,0.0,0.1575091575091575
loc19605,loc8952,598.1232866640124,0.4876718481193032,0.0,0.2307692307692308
loc19605,loc8953,608.6856786653303,0.5063201633703279,0.0,0.1568627450980392
loc19605,loc8957,611.0692142250888,0.5000189589889984,0.0,0.17142857142857146
loc20577,loc20906,310.09161580368726,0.23945821185413896,0.09302325581395347,0.5773809523809523
loc20577,loc23355,150.7860822966353,0.4419800437550324,0.08108108108108109,0.5166163141993958
loc20577,loc23380,152.44660667159448,0.6958752377177588,0.17391304347826084,0.4769797421731123
loc20577,loc26563,52.60913007212918,0.5668939053581898,0.34375,0.9692307692307692
loc20577,loc26766,556.3703790214707,0.4788836089630025,0.05660377358490566,0.28695652173913044
loc20577,loc2915,700.4428235861208,0.5102001494782181,0.0,0.2380952380952381
loc20577,loc34297,554.6963677359333,0.4835873904538556,0.05882352941176471,0.21686746987951808
loc20577,loc4033,687.3920362918435,0.4799556136407738,0.0,0.27710843373493976
loc20577,loc8952,781.0038290833571,0.6070818362584625,0.0,0.21148825065274152
loc20577,loc8953,791.5955676042672,0.6098244930949035,0.0,0.12307692307692307
loc20577,loc8957,795.9684766230624,0.6444780977841369,0.0,0.1862745098039216
loc20906,loc23355,222.56837882984058,0.4993881039313058,0.14814814814814814,0.4705882352941176
loc20906,loc23380,271.59998423529333,0.4971936545820648,0.04651162790697674,0.1752136752136752
loc20906,loc26563,337.3130108717644,0.5,0.13333333333333333,0.4130434782608696
loc20906,loc26766,246.45811263666198,0.4999622179570494,0.11904761904761905,0.2830188679245283
loc20906,loc2915,397.56004957657655,0.4279454673827197,0.0,0.1784037558685446
loc20906,loc34297,248.42795740839387,0.4658558788575852,0.125,0.15352697095435686
loc20906,loc4033,384.7239468251892,0.4702360675793242,0.0,0.2427184466019417
loc20906,loc8952,471.6918763486547,0.5,0.0,0.21142857142857144
loc20906,loc8953,482.2697517119482,0.5,0.0,0.12727272727272726
loc20906,loc8957,487.59934091933695,0.4999947201271394,0.0,0.15422885572139305
loc23355,loc23380,50.11760365631979,0.5025088113255263,0.08571428571428573,0.2224824355971897
loc23355,loc26563,200.8425667123114,0.5023034778274515,0.08,0.3809523809523809
loc23355,loc26766,453.11858887431237,0.5541900006425261,0.08108108108108109,0.20930232558139536
loc23355,loc2915,579.546388193211,0.41715771023269466,0.0,0.16461916461916462
loc23355,loc34297,441.9202082875306,0.5054760664031598,0.05660377358490566,0.1257995735607676
loc23355,loc4033,566.5107672401259,0.4594668368100935,0.0,0.2318339100346021
loc23355,loc8952,670.4860723120871,0.5849361898424318,0.0,0.2185430463576159
loc23355,loc8953,681.0004010469894,0.5829448216505198,0.0,0.14492753623188406
loc23355,loc8957,682.3340852218906,0.6259044995785763,0.0,0.1590909090909091
loc23380,loc26563,205.0372987922664,0.5300404685892013,0.17142857142857146,0.7272727272727273
loc23380,loc26766,497.54866800389465,0.3925264232786081,0.018867924528301886,0.3877551020408163
loc23380,loc2915,618.0095137372838,0.5059404276416866,0.0,0.34142114384748695
loc23380,loc34297,483.98375416272256,0.4807658001623618,0.029411764705882356,0.310126582278481
loc23380,loc4033,605.0496235978871,0.4756159539019259,0.0,0.4291938997821351
loc23380,loc8952,711.9769498852579,0.4884843216900698,0.0,0.2670157068062827
loc23380,loc8953,722.4302339749153,0.5072582884401129,0.0,0.15949367088607594
loc23380,loc8957,722.8454502851266,0.5017799970117843,0.0,0.2262773722627737
loc26563,loc26766,583.2159694943842,0.5635354656204274,0.075,0.2931726907630522
loc26563,loc2915,732.8617132602894,0.4170183335253299,0.0,0.14420803782505912
loc26563,loc34297,585.07937499613,0.7075288144790657,0.07272727272727272,0.16198704103671707
loc26563,loc4033,719.8817263536317,0.4593528766961333,0.0,0.19607843137254904
loc26563,loc8952,808.7768631254401,0.4926332809680768,0.0,0.2597402597402597
loc26563,loc8953,819.3409052978369,0.47131843592223294,0.0,0.15862068965517245
loc26563,loc8957,824.9102283361418,0.4868457257731186,0.0,0.2090395480225989
loc26766,loc2915,168.2010390289132,0.5116394827392793,0.16981132075471694,0.3925925925925926
loc26766,loc34297,45.6007679760814,0.7517570581793336,0.3090909090909091,0.410958904109589
loc26766,loc4033,157.12739184028806,0.4814393568475662,0.2,0.554006968641115
loc26766,loc8952,225.6489901662842,0.4961553624491474,0.047619047619047616,0.5138121546961326
loc26766,loc8953,236.1930914998938,0.5145164079554603,0.07692307692307693,0.22167487684729065
loc26766,loc8957,242.87640021341946,0.5109361240446635,0.06818181818181818,0.3674418604651163
loc2915,loc34297,150.03339378648917,0.5970219566231705,0.21875,0.7767653758542141
loc2915,loc4033,13.07717803964941,0.629508550221225,0.6666666666666666,1.2271062271062272
loc2915,loc8952,112.71944989040348,0.4970279450810171,0.020408163265306117,0.5406360424028268
loc2915,loc8953,120.98800503415032,0.4958495720382384,0.0,0.2462006079027356
loc2915,loc8957,112.38826800067152,0.5001165552476157,0.0,0.425
loc34297,loc4033,137.49640318600188,0.5381785143805893,0.20689655172413796,1.2364864864864864
loc34297,loc8952,228.64664509953235,0.4971333787256033,0.01694915254237288,0.5457413249211357
loc34297,loc8953,239.18784565406867,0.4974441375759714,0.0,0.24731182795698925
loc34297,loc8957,241.72404520349176,0.4960297614796551,0.016129032258064516,0.43258426966292135
loc4033,loc8952,122.47847388272785,0.4933607498520923,0.024390243902439025,0.5979899497487438
loc4033,loc8953,131.18666697254386,0.4906076612781794,0.0,0.25862068965517243
loc4033,loc8957,123.83177302958514,0.5001840719482223,0.0,0.4506437768240344
loc8952,loc8953,10.593589014446,0.8059248317941204,0.7647058823529411,0.7647058823529411
loc8952,loc8957,26.22223376181437,0.8713096450509861,0.75,0.711340206185567
loc8953,loc8957,22.310255177848592,0.8757184528761359,0.7368421052631579,0.5053763440860215
